audit_id,audit_date,department_name,finding,severity,status,manager_id,project_id
6294,2026-02-01,Operations,Describe hope practice choose.,Low,In Review,266,166
6295,2026-02-07,Logistics,Contain agent case.,Medium,Open,29,472
6296,2026-03-03,Veterinary,Trial feeling daughter send concern source.,Critical,Open,33,410
6297,2026-02-28,Veterinary,Billion thus share seem place wife.,High,Open,100,286
6298,2026-03-21,Veterinary,Effort out PM.,Critical,In Review,11,52
6299,2026-01-05,Logistics,Industry wall election father.,High,Open,271,291
6300,2026-03-27,Operations,Other grow woman whose federal painting.,Medium,Open,394,179
6301,2026-02-22,Analytics,Reality act support.,Critical,Closed,141,498
6302,2026-03-10,Operations,That exactly also decision.,Critical,Closed,136,186
6303,2026-03-13,Analytics,Time carry better result staff candidate.,Medium,In Review,319,374
6304,2026-01-29,Veterinary,Remain anything continue most what.,Medium,Open,298,339
6305,2026-04-12,Analytics,Fly particular kitchen music.,Medium,In Review,16,349
6306,2026-04-12,Analytics,Teacher challenge nor energy democratic soon.,Low,Open,409,239
6307,2026-03-15,Veterinary,After responsibility measure campaign.,Critical,In Review,159,410
6308,2026-02-15,Logistics,Recent place daughter.,High,Open,424,326
6309,2026-03-06,Analytics,Hope create PM feeling still that.,Low,In Review,332,106
6310,2026-01-19,Veterinary,Employee mother some seat leader check.,High,Closed,301,44
6311,2026-03-14,Analytics,Painting stop shake light show.,Medium,Closed,500,95
6312,2026-03-15,Operations,Picture mind manage son population.,Critical,In Review,21,404
6313,2026-01-09,Logistics,May hope risk one summer realize.,High,Open,398,177
6314,2026-03-31,Veterinary,Husband effort old from.,Low,Closed,59,148
6315,2026-03-30,Operations,Respond dog wind until prove exist.,Medium,In Review,16,234
6316,2026-01-15,Operations,Still pressure either smile address tree.,High,Closed,21,222
6317,2026-01-08,Analytics,Six agent national artist morning example.,Low,Open,480,382
6318,2026-01-04,Operations,Entire for rather.,Medium,In Review,284,496
6319,2026-01-25,Operations,Face human center.,Medium,Closed,269,341
6320,2026-01-15,Analytics,Rather standard plan.,Medium,In Review,495,56
6321,2026-01-10,Operations,Material because third house film.,Low,Closed,75,139
6322,2026-03-31,Veterinary,Plant skill writer certain soon.,Low,In Review,246,92
6323,2026-01-17,Veterinary,Sit popular important meet.,Medium,Closed,341,295
6324,2026-03-06,Logistics,Positive watch campaign wide threat.,Low,Closed,36,379
6325,2026-01-17,Operations,Believe glass improve most likely.,Medium,Closed,232,152
6326,2026-04-12,Logistics,Tend evidence reduce claim customer left.,Critical,Closed,68,461
6327,2026-03-28,Analytics,Call risk long blue whatever lay.,Critical,Open,193,455
6328,2026-02-03,Veterinary,Itself bed child day floor hour.,Critical,In Review,147,262
6329,2026-03-02,Logistics,Case term the.,Medium,Closed,35,256
6330,2026-03-19,Analytics,Learn sign detail believe recently professional.,Medium,Closed,375,55
6331,2026-02-24,Analytics,Should take better left speak choose.,Critical,Closed,484,246
6332,2026-01-08,Veterinary,Determine maintain Mrs lead.,Low,Closed,13,47
6333,2026-02-11,Analytics,Situation tonight item itself cup.,Critical,In Review,331,417
6334,2026-01-18,Operations,Strong crime detail low move hope.,Medium,Closed,19,153
6335,2026-04-10,Logistics,Perform wall wife.,Low,In Review,94,192
6336,2026-03-25,Logistics,Agent student one newspaper paper.,Critical,Open,204,140
6337,2026-02-05,Veterinary,Seat team full range receive individual.,Critical,In Review,82,316
6338,2026-01-23,Veterinary,Yeah subject citizen.,Medium,Closed,461,481
6339,2026-04-03,Logistics,Discussion line father sign order.,Critical,In Review,401,473
6340,2026-02-07,Veterinary,Live no shake.,Low,Closed,52,126
6341,2026-01-17,Analytics,Season although those.,High,In Review,107,176
6342,2026-02-12,Logistics,Understand condition industry standard me.,High,Open,194,300
6343,2026-02-25,Operations,Measure hospital after evidence better very.,Medium,Closed,29,299
6344,2026-01-25,Logistics,Space general evening.,High,In Review,383,400
6345,2026-01-02,Veterinary,Present small whom wear dinner.,High,In Review,270,44
6346,2026-01-22,Veterinary,True serious wear group different no.,Medium,Open,213,233
6347,2026-03-19,Analytics,Western pretty security ground hand.,Medium,In Review,249,81
6348,2026-01-06,Logistics,Image rate choose rather party.,High,Closed,302,476
6349,2026-03-13,Veterinary,Entire training mother step light.,Medium,In Review,148,429
6350,2026-01-13,Veterinary,Value office laugh boy.,Low,Open,413,54
6351,2026-03-12,Veterinary,Sign phone source.,Low,Closed,275,234
6352,2026-02-08,Logistics,Assume college treatment yet fall help.,Low,Closed,142,277
6353,2026-01-17,Operations,New gun talk task from wife.,Critical,In Review,324,327
6354,2026-03-15,Veterinary,Some most contain according.,High,In Review,118,220
6355,2026-03-06,Analytics,Blue other much.,Low,Closed,450,472
6356,2026-03-22,Operations,Oil from nothing father.,Critical,In Review,38,219
6357,2026-02-21,Operations,Option suddenly dog situation interview.,Medium,Open,340,71
6358,2026-01-14,Operations,Those heavy arrive just whatever go.,Low,Closed,177,265
6359,2026-04-01,Operations,Keep want everybody information.,Critical,Closed,366,141
6360,2026-03-28,Operations,Management situation level their respond.,Low,Closed,119,118
6361,2026-02-16,Logistics,World while figure land serve.,Medium,Closed,311,389
6362,2026-03-09,Operations,Receive go move.,Low,In Review,221,440
6363,2026-01-31,Veterinary,Poor quite leader election money.,Critical,In Review,253,35
6364,2026-02-08,Operations,Which book learn sometimes.,Low,In Review,15,257
6365,2026-02-02,Operations,Right exactly ball leg draw.,Medium,Open,475,5
6366,2026-01-10,Operations,But it former eight watch.,Medium,In Review,363,266
6367,2026-03-22,Logistics,Again their bank.,Critical,Closed,374,355
6368,2026-01-08,Operations,Not tough central positive start.,Critical,Open,191,432
6369,2026-01-24,Analytics,Hand community tonight.,Low,Open,124,79
6370,2026-01-18,Veterinary,Group herself produce whom.,High,Open,125,287
6371,2026-04-01,Operations,Be go exactly today year remain.,Low,Open,8,196
6372,2026-03-02,Logistics,Water grow reduce edge affect couple.,High,Open,18,2
6373,2026-02-03,Analytics,American bad wall.,Low,Open,66,7
6374,2026-03-20,Operations,Side friend hard.,Critical,Open,8,179
6375,2026-01-19,Veterinary,Writer game lawyer industry.,Low,In Review,287,333
6376,2026-02-19,Operations,Relationship stand challenge.,Medium,Closed,422,223
6377,2026-02-22,Operations,Campaign say minute example.,High,In Review,367,452
6378,2026-04-12,Analytics,Decide always later difference including.,Medium,Open,72,301
6379,2026-02-21,Analytics,Term player contain election five.,Medium,In Review,128,310
6380,2026-01-18,Operations,Top stock save.,Critical,In Review,171,477
6381,2026-01-27,Analytics,Often recent save.,Low,Closed,68,482
6382,2026-01-10,Veterinary,Program employee street performance audience.,Critical,Closed,267,326
6383,2026-01-02,Analytics,Herself arm final west defense agency.,High,Closed,109,236
6384,2026-03-23,Veterinary,Several safe send.,Medium,Closed,246,460
6385,2026-02-22,Logistics,Forward likely board.,High,Open,202,408
6386,2026-01-23,Veterinary,Reveal expert almost.,Medium,Closed,205,245
6387,2026-01-03,Analytics,Pattern want hour seven.,Medium,Closed,368,165
6388,2026-03-02,Analytics,Lawyer blood across kid child.,High,Open,110,34
6389,2026-03-07,Analytics,Animal nature fast blue consumer hit.,High,Closed,93,258
6390,2026-03-07,Analytics,Ability run foot.,Critical,Closed,392,155
6391,2026-02-27,Operations,Toward debate technology every.,Critical,In Review,333,421
6392,2026-02-14,Operations,Prevent state road fight program.,Medium,In Review,498,420
6393,2026-03-05,Analytics,Off throw end recognize.,High,In Review,320,75
6394,2026-02-11,Veterinary,Place voice military wonder second.,Medium,Open,124,61
6395,2026-02-21,Analytics,Election little PM day myself western.,High,Closed,335,424
6396,2026-01-15,Logistics,Body section than difference give.,High,Closed,283,200
6397,2026-02-26,Analytics,Theory season change agency daughter store.,Low,Closed,115,191
6398,2026-01-24,Logistics,Say career audience budget financial.,Medium,Open,185,465
6399,2026-02-15,Logistics,In everybody watch.,High,Open,245,368
6400,2026-01-12,Veterinary,Meeting Democrat up maybe approach.,Critical,Open,213,24
6401,2026-02-25,Veterinary,Animal agree whatever.,Medium,In Review,500,383
6402,2026-04-12,Veterinary,Interest hand subject herself.,Medium,Closed,434,313
6403,2026-03-22,Operations,Seek my certain visit itself.,Medium,Closed,467,47
6404,2026-03-16,Operations,Do college factor without.,Medium,Closed,104,191
6405,2026-04-08,Operations,At federal power shoulder similar.,Low,In Review,427,496
6406,2026-01-05,Operations,Mouth activity community.,Critical,Open,85,371
6407,2026-03-04,Analytics,Future draw represent spring coach.,Low,Open,192,453
6408,2026-04-08,Operations,Much policy region become determine happen.,Medium,In Review,223,133
6409,2026-01-03,Veterinary,Hit minute my fly.,Medium,Open,330,461
6410,2026-04-02,Analytics,Hear throughout his always.,Critical,Open,499,12
6411,2026-02-19,Analytics,Probably traditional ok economy score role.,High,Open,3,482
6412,2026-02-23,Logistics,Hotel they door worker provide.,High,In Review,146,476
6413,2026-01-04,Analytics,Investment structure each admit.,Low,Closed,232,148
6414,2026-01-13,Analytics,Suffer about ground play high sister.,High,In Review,256,405
6415,2026-03-18,Analytics,Wear left show degree.,Critical,In Review,171,465
6416,2026-03-03,Analytics,Read similar address become move tell.,Low,Closed,460,236
6417,2026-03-26,Logistics,Lead talk ten human meet must.,Low,In Review,453,220
6418,2026-02-17,Veterinary,Difficult push let force.,Medium,In Review,307,24
6419,2026-03-07,Analytics,Any eight good fact.,Medium,In Review,261,413
6420,2026-01-24,Veterinary,Note structure development science his.,Critical,In Review,39,315
6421,2026-02-17,Logistics,Ground remember seem many easy argue.,Medium,Closed,405,463
6422,2026-02-18,Veterinary,Yourself large but various.,Low,Closed,206,29
6423,2026-02-16,Veterinary,Defense both product.,Critical,In Review,136,79
6424,2026-01-10,Veterinary,Music person ability agree.,High,In Review,69,442
6425,2026-03-08,Veterinary,Politics state line difference admit yourself.,Low,Open,414,389
6426,2026-03-21,Veterinary,Your company believe teach level.,High,Open,21,157
6427,2026-01-06,Logistics,Traditional partner probably owner with.,Medium,In Review,348,426
6428,2026-03-25,Operations,Culture especially generation.,Critical,Open,173,108
6429,2026-01-15,Analytics,Pay hour watch behind.,Critical,Open,309,366
6430,2026-04-03,Veterinary,Similar even high attorney suffer.,Critical,In Review,366,242
6431,2026-03-24,Logistics,Culture pretty whatever.,High,In Review,109,285
6432,2026-03-15,Veterinary,Use then partner ask.,Medium,Closed,127,103
6433,2026-01-22,Veterinary,Shoulder particular mind sit.,Critical,In Review,88,263
6434,2026-04-08,Logistics,Road human break.,Low,In Review,20,340
6435,2026-01-13,Logistics,Pull answer choice.,Critical,Closed,144,354
6436,2026-04-07,Operations,President food child quickly letter foot.,Critical,Closed,419,410
6437,2026-02-20,Veterinary,Director else husband act.,Critical,Closed,46,231
6438,2026-04-10,Veterinary,Member step race stop bad.,Medium,In Review,464,499
6439,2026-02-01,Veterinary,Cup same so best.,Low,Open,304,373
6440,2026-02-27,Veterinary,Appear camera contain change morning.,High,Open,397,327
6441,2026-04-05,Logistics,Back address end respond size protect.,High,Closed,294,249
6442,2026-01-12,Veterinary,Dog boy question population grow half.,High,Closed,468,401
6443,2026-01-27,Analytics,Him yourself trouble cultural.,Medium,In Review,213,48
6444,2026-03-10,Veterinary,Since focus computer.,Low,Closed,322,423
6445,2026-02-14,Analytics,Over her opportunity a sometimes.,Critical,In Review,337,191
6446,2026-03-18,Logistics,Will phone notice assume partner.,Critical,In Review,472,384
6447,2026-01-17,Analytics,Though oil amount gun hospital themselves.,Medium,In Review,328,493
6448,2026-01-06,Veterinary,Director region always though.,High,Closed,137,121
6449,2026-01-26,Veterinary,Goal this list worker analysis.,Critical,In Review,183,202
6450,2026-01-11,Logistics,Himself hour half.,Medium,In Review,123,74
6451,2026-03-02,Analytics,Write computer wife.,Low,In Review,290,500
6452,2026-01-13,Logistics,If simple Republican draw.,High,In Review,350,243
6453,2026-04-05,Analytics,Guy activity increase.,High,In Review,136,297
6454,2026-02-15,Analytics,Institution major forget.,Critical,In Review,363,392
6455,2026-02-09,Analytics,Sense but stop region need.,Critical,Open,96,155
6456,2026-04-11,Operations,Sometimes rich interview think compare.,Medium,In Review,82,360
6457,2026-01-12,Analytics,Provide over word evidence owner.,Critical,In Review,278,264
6458,2026-02-04,Analytics,Body president alone street.,Low,In Review,125,156
6459,2026-02-16,Veterinary,Affect debate house almost.,Critical,Closed,424,407
6460,2026-03-17,Operations,They minute wall.,Low,Open,305,494
6461,2026-03-01,Veterinary,Certainly Democrat business make.,Critical,Open,334,181
6462,2026-02-23,Operations,Property throw color bit yeah.,High,Closed,102,51
6463,2026-01-26,Logistics,Game own others discussion everything try.,Critical,In Review,4,223
6464,2026-04-12,Logistics,South management space.,High,Closed,365,288
6465,2026-03-28,Veterinary,All director guy far investment.,Low,Closed,489,45
6466,2026-02-14,Veterinary,Break notice lead occur.,High,In Review,250,21
6467,2026-01-30,Veterinary,Read eight fall glass cultural.,Critical,In Review,383,230
6468,2026-02-02,Operations,Almost sea baby sell.,High,Closed,342,56
6469,2026-02-05,Operations,Official owner world peace role break.,Critical,Closed,28,37
6470,2026-04-09,Veterinary,She important task ground impact role.,High,In Review,403,74
6471,2026-03-29,Logistics,Sure structure soldier.,Critical,Closed,326,223
6472,2026-01-02,Veterinary,Strategy attack these list woman.,Low,Closed,202,481
6473,2026-01-04,Analytics,Enter friend positive.,High,Open,121,483
6474,2026-01-27,Analytics,Drug official consumer budget stuff my performance.,Medium,Open,91,430
6475,2026-04-08,Analytics,Owner process general no.,High,In Review,88,449
6476,2026-01-01,Analytics,Town benefit reflect treat.,Low,Closed,107,13
6477,2026-01-23,Operations,Parent not thus.,High,Closed,126,24
6478,2026-04-02,Analytics,Already effort near money.,High,In Review,159,258
6479,2026-01-28,Analytics,Pretty bit explain.,Medium,Open,149,348
6480,2026-03-01,Logistics,Program anything early which western assume.,Critical,In Review,47,318
6481,2026-03-20,Logistics,Three ball later chair.,Critical,Open,30,176
6482,2026-03-26,Analytics,Be lot director leg.,Critical,Closed,410,326
6483,2026-01-26,Logistics,Technology third father table sport more.,Critical,Open,217,81
6484,2026-02-08,Logistics,Project check program.,Medium,Open,213,70
6485,2026-03-03,Operations,Brother PM make.,Low,Open,378,212
6486,2026-02-16,Logistics,Try you leg.,Low,In Review,54,79
6487,2026-01-21,Logistics,Age shoulder from road say.,Medium,Open,424,458
6488,2026-04-07,Operations,Bed enough grow since plant.,Critical,Open,38,393
6489,2026-04-02,Veterinary,Guy listen woman someone fact.,Critical,In Review,290,449
6490,2026-01-26,Analytics,Form per budget make.,Critical,In Review,85,181
6491,2026-04-12,Veterinary,Property recently notice how raise.,Critical,Open,358,331
6492,2026-01-13,Veterinary,Learn against order show similar.,Critical,Open,175,100
6493,2026-01-08,Operations,Yourself before stage.,High,Closed,373,70
6494,2026-02-12,Analytics,Always method car pick lose president.,Critical,Open,416,37
6495,2026-01-04,Logistics,Never cut receive.,Critical,Closed,496,383
6496,2026-01-05,Veterinary,Impact it article.,Critical,In Review,20,499
6497,2026-03-20,Operations,Mouth too provide cold pay.,Low,In Review,98,228
6498,2026-03-26,Logistics,Executive range network.,High,In Review,276,132
6499,2026-01-01,Operations,Security ask provide different old tonight.,High,Open,331,497
6500,2026-04-07,Analytics,Recently thousand yourself to also.,Low,Open,144,386
6501,2026-02-18,Operations,Year rise office.,Medium,In Review,444,495
6502,2026-02-15,Veterinary,Wife describe no.,Medium,In Review,269,99
6503,2026-03-24,Logistics,The environmental vote hotel small technology.,Critical,In Review,98,172
6504,2026-02-18,Analytics,Republican school former friend interest.,Medium,In Review,466,280
6505,2026-02-24,Analytics,Drop firm stand successful book item.,Medium,In Review,312,87
6506,2026-03-25,Logistics,Resource Mrs senior.,Medium,Open,311,135
6507,2026-02-25,Logistics,Fish help threat.,High,In Review,246,437
6508,2026-04-08,Analytics,That research write really federal.,Medium,In Review,131,208
6509,2026-01-25,Operations,Agent leg product address central.,Critical,In Review,256,149
6510,2026-04-02,Analytics,Practice hope beautiful child everybody agency.,Medium,Closed,164,398
6511,2026-03-28,Logistics,Degree out one coach nor major.,Low,Closed,369,202
6512,2026-02-05,Operations,Myself leg forget.,Critical,In Review,259,203
6513,2026-03-26,Logistics,Table light chance her much consumer.,Low,In Review,379,17
6514,2026-01-01,Operations,Church recent contain win either.,Low,In Review,41,202
6515,2026-03-26,Operations,Range six road learn someone.,Medium,Closed,412,251
6516,2026-01-05,Veterinary,Boy notice try ago everybody late.,High,Open,309,237
6517,2026-02-20,Operations,Huge return outside carry attention drop.,Low,Closed,286,66
6518,2026-01-23,Operations,Whether human great month short.,Critical,In Review,190,264
6519,2026-01-04,Analytics,Support guy method learn choose magazine.,Critical,Open,230,14
6520,2026-02-07,Logistics,Recognize single and yet everyone.,High,In Review,263,306
6521,2026-01-16,Operations,Employee begin same option community.,High,In Review,220,359
6522,2026-04-10,Operations,Account themselves lot wear.,Critical,Closed,243,219
6523,2026-01-31,Analytics,Scientist pull I thus.,Medium,Closed,461,453
6524,2026-03-23,Veterinary,Sign manage occur growth door director.,Low,Open,136,228
6525,2026-01-06,Logistics,Never management green station major oil.,Critical,Closed,444,354
6526,2026-04-04,Analytics,Nation system positive coach girl book.,Low,Closed,142,246
6527,2026-02-07,Operations,Speak rise other.,High,In Review,371,230
6528,2026-01-17,Veterinary,Ability red thought per help high.,Low,Open,423,104
6529,2026-01-29,Veterinary,West because wear.,Critical,In Review,489,48
6530,2026-03-23,Operations,Fine positive production two area.,Medium,Closed,296,80
6531,2026-02-10,Operations,Myself to gun share.,High,Closed,126,70
6532,2026-02-18,Logistics,Special election meeting.,High,In Review,494,297
6533,2026-03-25,Logistics,Remain yard Congress prove want.,Medium,In Review,358,65
6534,2026-01-07,Operations,Special lot population wonder against office.,Medium,Open,137,401
6535,2026-03-18,Operations,Building different this.,Medium,Open,101,231
6536,2026-04-02,Logistics,World figure answer beat low.,Medium,Open,290,108
6537,2026-01-16,Analytics,Sing billion from seek thus.,Critical,Closed,289,252
6538,2026-03-18,Logistics,After others service note.,Low,In Review,270,101
6539,2026-02-16,Veterinary,Bad soon buy story even quickly.,Low,Open,144,417
6540,2026-01-22,Analytics,Current feel move lay eye.,High,Open,423,403
6541,2026-03-17,Analytics,Imagine anyone throughout.,Medium,Open,176,361
6542,2026-02-18,Analytics,Final age son old.,High,In Review,290,252
6543,2026-03-12,Veterinary,Write worker attorney police.,Medium,Closed,184,50
6544,2026-03-30,Veterinary,Sometimes attention there.,High,In Review,18,305
6545,2026-01-15,Veterinary,Discover performance many open.,Critical,Open,398,306
6546,2026-02-14,Operations,Suddenly performance throughout really allow really.,Low,Open,414,424
6547,2026-01-09,Veterinary,Decade wonder man the rate.,High,In Review,418,137
6548,2026-03-12,Logistics,Also nothing each dog investment.,Medium,Open,277,176
6549,2026-01-29,Veterinary,Eye admit piece spend budget data.,High,Closed,88,408
6550,2026-03-03,Veterinary,Teach painting population single.,High,Open,305,497
6551,2026-03-03,Veterinary,Fish forget military too large.,Medium,In Review,475,428
6552,2026-02-05,Veterinary,Theory test oil later left.,Critical,Closed,267,107
6553,2026-01-03,Analytics,Foot serve poor physical.,High,Open,234,15
6554,2026-02-04,Veterinary,Project program add follow occur degree.,Medium,Open,52,48
6555,2026-01-03,Logistics,Again personal easy doctor nothing.,High,In Review,44,466
6556,2026-02-13,Operations,Actually when moment start economic.,Critical,Open,134,410
6557,2026-03-14,Logistics,Management interview why during any.,Medium,Closed,144,137
6558,2026-01-06,Analytics,Ago find season quality practice audience.,High,Closed,331,319
6559,2026-01-06,Operations,Right final trip language case.,Critical,Closed,169,179
6560,2026-02-19,Analytics,Pretty protect create measure Republican be.,Low,Closed,203,362
6561,2026-03-04,Operations,Because career brother consumer check remain.,Critical,Open,124,200
6562,2026-03-05,Logistics,Help see live truth central.,Low,Closed,165,200
6563,2026-03-17,Veterinary,Forward team perhaps protect without.,Critical,In Review,353,442
6564,2026-03-26,Veterinary,Various ok agree wait group let.,Critical,Closed,289,149
6565,2026-04-01,Veterinary,Around concern natural surface piece individual.,Critical,In Review,41,302
6566,2026-04-01,Logistics,Spend want show trial.,Low,Open,430,47
6567,2026-03-17,Analytics,Factor fight blue.,High,Closed,483,157
6568,2026-01-10,Operations,Option former begin law.,Critical,Open,369,2
6569,2026-01-28,Veterinary,Quite wind nor.,Critical,Open,370,20
6570,2026-04-10,Logistics,Or dream century season Mrs respond.,Medium,In Review,105,378
6571,2026-03-29,Operations,Range need fear.,Medium,In Review,361,160
6572,2026-03-21,Logistics,Hospital trouble should able suffer front.,Medium,Closed,498,193
6573,2026-03-03,Operations,Entire since building here.,High,Open,371,69
6574,2026-03-12,Logistics,Western total although station war.,Medium,Open,207,356
6575,2026-01-28,Veterinary,Easy region speak billion.,High,In Review,366,89
6576,2026-02-22,Analytics,Sure drug skin.,Medium,Open,122,81
6577,2026-02-21,Operations,Sing power last center alone.,Medium,Open,412,54
6578,2026-02-05,Analytics,Soldier center deal remain gun take.,Medium,Open,213,470
6579,2026-03-23,Logistics,Sister likely entire wide bill a.,Critical,Open,488,195
6580,2026-01-30,Operations,Person mention he live soldier.,High,Closed,174,356
6581,2026-03-31,Analytics,Here response box fast.,Low,Open,241,449
6582,2026-02-05,Logistics,Figure successful you shoulder black certainly.,Medium,In Review,366,83
6583,2026-03-27,Logistics,Degree voice article human heart organization.,Medium,Closed,316,129
6584,2026-02-02,Operations,Against population until from thought thought else.,Medium,In Review,338,220
6585,2026-03-18,Veterinary,Defense candidate bank voice.,High,In Review,331,352
6586,2026-04-12,Analytics,Conference see material follow clearly move.,Low,Closed,447,208
6587,2026-03-28,Veterinary,Company what book example company.,Medium,Open,344,59
6588,2026-03-06,Analytics,Him goal area stay central.,Critical,Open,432,330
6589,2026-03-23,Analytics,Idea either experience it.,Medium,In Review,262,290
6590,2026-03-16,Veterinary,Everybody company nature.,High,In Review,329,59
6591,2026-02-21,Veterinary,Issue current down.,Critical,In Review,247,28
6592,2026-02-08,Logistics,Mr relationship sell.,Low,Open,213,39
6593,2026-04-01,Logistics,Movement happen should.,Low,In Review,324,272
6594,2026-02-18,Analytics,Common across way.,Critical,In Review,85,21
6595,2026-04-02,Veterinary,Remember lay tough plant participant a.,Medium,Open,311,58
6596,2026-04-08,Analytics,Room talk charge sit voice recently.,Low,Open,67,24
6597,2026-02-04,Logistics,Two customer movie project water.,High,Open,383,87
6598,2026-01-14,Logistics,Power sort or go up discussion.,High,In Review,25,158
6599,2026-01-16,Operations,Senior better interview.,Medium,In Review,166,346
6600,2026-03-20,Veterinary,Coach game car herself.,High,Open,417,484
6601,2026-02-18,Logistics,Social scene machine.,Medium,In Review,272,59
6602,2026-03-23,Operations,Expect power consumer summer out hundred.,High,Open,253,168
6603,2026-02-14,Veterinary,Dark most miss it training.,Critical,In Review,449,392
6604,2026-04-10,Veterinary,Scene memory physical late owner.,High,In Review,285,154
6605,2026-02-08,Veterinary,Care anything investment play minute.,Medium,Open,418,106
6606,2026-02-17,Analytics,Air box call senior show.,Critical,Open,150,123
6607,2026-04-05,Operations,Town type official.,Critical,Open,367,329
6608,2026-01-14,Operations,Five catch against challenge drive.,Critical,Open,182,319
6609,2026-02-15,Logistics,During able concern than kind.,Low,In Review,450,68
6610,2026-02-15,Operations,Easy again born sure.,Critical,Open,135,323
6611,2026-03-30,Analytics,Court middle test per.,Medium,Open,144,245
6612,2026-01-31,Veterinary,Ball without down.,Low,Closed,424,227
6613,2026-03-10,Veterinary,Sign process mean turn look cell.,Medium,In Review,450,309
6614,2026-02-09,Veterinary,Majority involve against side.,Critical,Closed,188,153
6615,2026-01-27,Operations,Write color want.,Low,Open,373,74
6616,2026-02-06,Logistics,Fear mind involve green score control.,Critical,Open,80,256
6617,2026-02-17,Veterinary,Girl language must outside police.,High,In Review,38,402
6618,2026-03-29,Analytics,Court town after mind foreign traditional.,Critical,In Review,210,190
6619,2026-03-22,Logistics,True hundred budget year significant.,High,Open,195,336
6620,2026-03-11,Operations,Anything involve draw summer civil.,Low,Open,3,108
6621,2026-01-23,Veterinary,No idea doctor.,Critical,In Review,195,480
6622,2026-02-05,Operations,Season special save.,Critical,Open,285,443
6623,2026-01-25,Logistics,Best lay fly either.,High,In Review,346,374
6624,2026-03-04,Operations,Computer television task worry.,Medium,In Review,233,307
6625,2026-02-16,Analytics,When boy answer.,Critical,Open,161,46
6626,2026-01-14,Veterinary,Important something sea writer lose meeting.,Critical,In Review,231,375
6627,2026-01-27,Analytics,Member whom information.,Critical,Closed,371,380
6628,2026-03-05,Analytics,During sure know.,High,Closed,134,235
6629,2026-02-08,Logistics,Position thank role.,Medium,In Review,108,145
6630,2026-03-29,Analytics,Tell model hard.,Critical,Closed,319,109
6631,2026-04-12,Logistics,During such result big conference.,Medium,Open,441,168
6632,2026-03-28,Operations,Increase mention fire.,Medium,Open,388,330
6633,2026-03-18,Analytics,Election understand near upon national.,Low,Closed,161,322
6634,2026-03-18,Logistics,Time hear role sure sea knowledge.,High,Closed,172,474
6635,2026-03-31,Logistics,Message history six remember wonder.,Medium,In Review,241,10
6636,2026-02-14,Logistics,Recently rather drug through.,Critical,Open,198,77
6637,2026-02-28,Analytics,She also that plant billion training.,Medium,Closed,442,124
6638,2026-02-26,Veterinary,Page involve knowledge.,Low,Closed,307,473
6639,2026-04-04,Veterinary,Specific serve field song born.,Critical,In Review,191,493
6640,2026-03-16,Operations,Allow million although.,Low,Closed,360,406
6641,2026-01-11,Operations,Part big together.,High,Closed,402,376
6642,2026-01-17,Logistics,Season modern whether note expert.,Low,Open,359,241
6643,2026-03-29,Logistics,Green four school last me.,Medium,In Review,313,390
6644,2026-04-10,Operations,Foreign carry modern lead one ready.,Medium,Open,15,459
6645,2026-03-09,Logistics,Show together enter affect.,Critical,Closed,349,447
6646,2026-01-22,Logistics,According she responsibility several.,Low,Open,433,101
6647,2026-01-12,Analytics,Series enter board east.,Medium,Closed,394,175
6648,2026-02-22,Operations,Face fear such concern.,Medium,Open,332,161
6649,2026-01-05,Veterinary,Husband choice if.,Low,Open,297,171
6650,2026-01-20,Logistics,Case structure institution rather.,Medium,Closed,362,224
6651,2026-01-01,Operations,Fear lawyer bag out.,Critical,Open,362,127
6652,2026-01-21,Logistics,Attack pretty fear attention interest.,Low,In Review,5,464
6653,2026-02-16,Logistics,With Democrat yeah become surface.,Critical,Open,312,493
6654,2026-03-29,Veterinary,Race difference leg after hard discover.,Low,Open,224,308
6655,2026-03-18,Veterinary,Drop future remember kitchen floor religious.,Critical,In Review,235,470
6656,2026-04-02,Logistics,Three analysis education author boy.,Low,Open,423,183
6657,2026-02-22,Operations,Behind experience huge follow.,Low,Open,463,181
6658,2026-02-02,Logistics,Career cut focus.,Critical,Closed,273,422
6659,2026-02-27,Logistics,Financial big sometimes.,Low,Open,8,299
6660,2026-03-29,Veterinary,Report future six scientist the operation.,Low,In Review,461,287
6661,2026-01-15,Analytics,Argue series now Congress.,High,In Review,70,472
6662,2026-04-08,Veterinary,Court from view standard board protect.,High,In Review,326,166
6663,2026-03-09,Analytics,Various design white analysis.,High,In Review,369,10
6664,2026-03-16,Analytics,Avoid sure from soon owner five.,Medium,Closed,276,333
6665,2026-01-31,Veterinary,Letter special force.,High,Closed,83,419
6666,2026-01-07,Analytics,Travel more suffer same chance.,Low,Open,278,140
6667,2026-01-05,Veterinary,Fire night federal spend son.,Critical,Open,24,481
6668,2026-03-21,Operations,Close reach yourself.,Critical,In Review,112,99
6669,2026-02-23,Logistics,Fear land good notice.,Medium,In Review,240,46
6670,2026-03-21,Logistics,Manage go scientist catch size.,Low,Open,316,341
6671,2026-02-19,Operations,Relationship whom walk condition company.,High,Open,202,301
6672,2026-03-19,Analytics,Onto stand reason show.,Medium,Open,334,442
6673,2026-02-21,Veterinary,Another wrong draw.,High,Closed,136,417
6674,2026-03-14,Veterinary,Human minute name probably space.,Medium,Closed,223,464
